lapCount,lapTime ms,lapTime str,distance,speed,throttle,brake,gear,RPM,steer,x,y,z,description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,703452,11:43.5,0.561792254,61.969295501708984,0.1461930274963379,0,3,4050,-5.425920963,3426.094482421875,1.6874959468841553,4522.484863,left start,,1,704677,11:44.7,0.5618599057197571,68.29552459716797,0.30980393290519714,0,3,4522.49707,0.983819842,3439.531738,1.7610585689544678,4539.796875,end,,,,,,,,,,,,,,,,,,,,,
1,709249,11:49.2,0.56217438,82.29959106445312,0.22745098173618317,0,3,5404.285156,-6.630613327,3495.484619140625,2.0806491374969482,4624.373047,left start,,1,710714,11:50.7,0.16724176704883575,90.99290466308594,0.30980393290519714,0,3,6006.283691,1.529296875,3515.961426,2.1944079399108887,4652.833008,end,,,,,,,,,,,,,,,,,,,,,
1,718278,11:58.3,0.16780586540699005,77.32106018066406,0.41960784792900085,0,3,5137.117676,-2.88030076,3613.689453,2.777519941329956,4805.930664,right start,,1,721810,12:01.8,0.5630975365638733,87.79866790771484,0.4431372582912445,0,3,5861.691895,1.7400357723236084,3655.184814453125,3.0262715816497803,4874.800293,end,,,,,,,,,,,,,,,,,,,,,
1,759223,12:39.2,0.5663427710533142,100.85951232910156,0.3201247453689575,0,4,4605.305664,0.2443821132183075,4213.833008,1.5367649793624878,5752.43457,right start,,1,760251,12:40.3,0.5664328336715698,99.00728607177734,0,0,4,4459.151855,-7.2421875,4227.472168,1.5323635339736938,5777.629883,end,,,,,,,,,,,,,,,,,,,,,
1,794572,13:14.6,0.5687592029571533,72.72784423828125,0.11372549086809158,0,3,4744,-10.06754971,4557.412109,-7.201290131,6432.158691,left start,,1,795398,13:15.4,0.5688121914863586,73.83418273925781,0.22243733704090118,0,3,4849.442871,14.386422157287598,4563.05957,-7.736074448,6447.95459,end  2shasen Curve,,,,,,,,,,,,,,,,,,,,,
1,809657,13:29.7,0.1747765988111496,66.69931793,0.2235294133424759,0,3,4387.761719,-4.552279949,4596.65625,-17.78184128,6759.148926,right start,,1,811116,13:31.1,0.5699014663696289,75.35407257080078,0.2793654799461365,0,3,4973.905762,-0.299906164,4593.816406,-18.69260406,6787.645508,end Curve,,,,,,,,,,,,,,,,,,,,,
1,832687,13:52.7,0.5714425444602966,82.16217803955078,0,0,3,5334.710449,-11.3828125,4506.461914,-22.88961792,7259.098633,left start,,1,833604,13:53.6,0.1764776110649109,78.79295349121094,0,0,3,5118.258301,12.97680950164795,4503.730957,-22.82578087,7279.396484,end,,,,,,,,,,,,,,,,,,,,,
1,844831,14:04.8,0.17750857770442963,80.83853912353516,0,0,4,3646.213379,3.742198944091797,4427.566406,-22.3148365,7590.94043,right start,,1,845737,14:05.7,0.5726019740104675,79.07162475585938,0,0,4,3568,-7.6484375,4421.011719,-22.39262199,7609.975098,end,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
